business_id,week_start_date,transaction_count,transaction_volume,avg_ticket_size
BUS_0004,2025-04-08,77,,
BUS_0004,2025-04-15,85,195718.39,2302.57
BUS_0004,2025-04-22,74,182660.81,2468.39
BUS_0004,2025-04-29,69,148094.54,2146.3
BUS_0004,2025-05-06,68,166250.26,2444.86
BUS_0004,2025-05-13,65,180508.44,2777.05
BUS_0004,2025-05-20,87,231959.42,2666.2
BUS_0004,2025-05-27,94,225166.59,2395.39
BUS_0004,2025-06-03,80,142377.82,1779.72
BUS_0004,2025-06-10,80,195684.14,2446.05
BUS_0004,2025-06-17,75,175697.66,2342.64
BUS_0004,2025-06-24,81,215370.21,2658.89
BUS_0004,2025-07-01,85,230718.57,2714.34
BUS_0004,2025-07-08,89,208815.71,2346.24
BUS_0004,2025-07-15,78,161548.7,2071.14
BUS_0005,2024-07-23,27,46524.95,1723.15
BUS_0005,2024-07-30,28,38207.21,1364.54
BUS_0005,2024-08-06,29,53720.44,1852.43
BUS_0005,2024-08-13,26,51294.63,1972.87
BUS_0005,2024-08-20,25,43473.01,1738.92
BUS_0005,2024-08-27,30,48844.06,1628.14
BUS_0005,2024-09-03,26,25273.63,972.06
BUS_0005,2024-09-10,15,25759.56,1717.3
BUS_0005,2024-09-17,31,55542.23,1791.68
BUS_0005,2024-09-24,27,45053.63,1668.65
BUS_0005,2024-10-01,21,31410.85,1495.75
BUS_0005,2024-10-08,34,66526.77,1956.67
BUS_0005,2024-10-15,25,43264.09,1730.56
BUS_0005,2024-10-22,25,39669.1,1586.76
BUS_0005,2024-10-29,28,39879.85,1424.28
BUS_0005,2024-11-05,14,19714.53,1408.18
BUS_0005,2024-11-12,27,37494.5,1388.69
BUS_0005,2024-11-19,24,42770.91,1782.12
BUS_0005,2024-11-26,20,28013.29,1400.66
BUS_0005,2024-12-03,26,35170.65,1352.72
BUS_0005,2024-12-10,28,34504.85,1232.32
BUS_0005,2024-12-17,23,42207.23,1835.1
BUS_0005,2024-12-24,19,28339.45,1491.55
BUS_0005,2024-12-31,21,16854.92,802.62
BUS_0005,2025-01-07,24,56592.53,2358.02
BUS_0005,2025-01-14,29,40857.17,1408.87
BUS_0005,2025-01-21,27,37367.76,1383.99
BUS_0005,2025-01-28,20,34392.02,1719.6
BUS_0005,2025-02-04,22,32239.03,1465.41
BUS_0005,2025-02-11,27,29767.44,1102.5
BUS_0005,2025-02-18,35,76408.34,2183.1
BUS_0005,2025-02-25,34,60549.58,1780.87
BUS_0005,2025-03-04,25,30628.97,1225.16
BUS_0005,2025-03-11,22,30145.08,1370.23
BUS_0005,2025-03-18,28,37045.33,1323.05
BUS_0005,2025-03-25,24,47733.75,1988.91
BUS_0005,2025-04-01,25,43950.72,1758.03
BUS_0005,2025-04-08,30,79114.07,2637.14
BUS_0005,2025-04-15,24,,
BUS_0005,2025-04-22,19,32944.34,1733.91
BUS_0005,2025-04-29,22,28549.38,1297.7
BUS_0005,2025-05-06,17,35347.96,2079.29
BUS_0005,2025-05-13,22,38406.17,1745.73
BUS_0005,2025-05-20,28,52662.25,1880.79
BUS_0005,2025-05-27,27,28347.49,1049.91
BUS_0005,2025-06-03,23,38326.37,1666.36
BUS_0005,2025-06-10,36,47566.38,1321.29
BUS_0005,2025-06-17,28,34279.82,1224.28
BUS_0005,2025-06-24,26,50719.58,1950.75
BUS_0005,2025-07-01,28,52267.43,1866.69
BUS_0005,2025-07-08,22,29406.06,1336.64
BUS_0005,2025-07-15,21,32751.62,1559.6
BUS_0006,2024-07-23,119,39948.98,335.71
BUS_0006,2024-07-30,90,32206.96,357.86
BUS_0006,2024-08-06,67,34789.25,519.24
BUS_0006,2024-08-13,89,44478.77,499.76
BUS_0006,2024-08-20,110,30785.51,279.87
BUS_0006,2024-08-27,97,53858.12,555.24
BUS_0006,2024-09-03,81,32099.12,396.29
BUS_0006,2024-09-10,96,25695.04,267.66
BUS_0006,2024-09-17,104,32880.69,316.16
BUS_0006,2024-09-24,88,38539.4,437.95
BUS_0006,2024-10-01,104,30116.98,289.59
BUS_0006,2024-10-08,97,43043.65,443.75
BUS_0006,2024-10-15,99,34229.29,345.75
BUS_0006,2024-10-22,123,55220.06,448.94
BUS_0006,2024-10-29,129,48389.56,375.11
BUS_0006,2024-11-05,134,50438.31,376.41
BUS_0006,2024-11-12,148,,
BUS_0006,2024-11-19,130,55835.14,429.5
BUS_0006,2024-11-26,201,83878.78,417.31
BUS_0006,2024-12-03,131,68270.14,521.15
BUS_0006,2024-12-10,145,61291.07,422.7
BUS_0006,2024-12-17,132,47274.84,358.14
BUS_0006,2024-12-24,127,55396.9,436.2
BUS_0006,2024-12-31,105,37945.16,361.38
BUS_0006,2025-01-07,87,46302.07,532.21
BUS_0006,2025-01-14,109,59826.37,548.87
BUS_0006,2025-01-21,110,51723.87,470.22
BUS_0006,2025-01-28,98,37112.88,378.7
BUS_0006,2025-02-04,98,43697.75,445.9
BUS_0006,2025-02-11,78,25718.22,329.72
BUS_0006,2025-02-18,70,30927.99,441.83
BUS_0006,2025-02-25,80,32462.79,405.78
BUS_0006,2025-03-04,126,60525.66,480.36
BUS_0006,2025-03-11,105,43604.56,415.28
BUS_0006,2025-03-18,82,43094.42,525.54
BUS_0006,2025-03-25,116,52342.85,451.23
BUS_0006,2025-04-01,110,60292.9,548.12
BUS_0006,2025-04-08,90,38821.92,431.35
BUS_0006,2025-04-15,97,41868.05,431.63
BUS_0006,2025-04-22,63,24561.92,389.87
BUS_0006,2025-04-29,147,43711.61,297.36
BUS_0006,2025-05-06,133,60188.68,452.55
BUS_0006,2025-05-13,158,45874.77,290.35
BUS_0006,2025-05-20,118,42986.37,364.29
BUS_0006,2025-05-27,111,59799.64,538.74
BUS_0006,2025-06-03,109,38403.55,352.33
BUS_0006,2025-06-10,117,55792.61,476.86
BUS_0006,2025-06-17,85,32971.19,387.9
BUS_0006,2025-06-24,99,38279.31,386.66
BUS_0006,2025-07-01,114,49094.63,430.65
BUS_0006,2025-07-08,96,42472.39,442.42
BUS_0006,2025-07-15,84,28949.07,344.63
BUS_0007,2024-07-23,40,67976.29,1699.41
BUS_0007,2024-07-30,39,89224.96,2287.82
BUS_0007,2024-08-06,47,117102.1,2491.53
BUS_0007,2024-08-13,39,93074.45,2386.52
BUS_0007,2024-08-20,38,54077.76,1423.1
BUS_0007,2024-08-27,46,73506.62,1597.97
BUS_0007,2024-09-03,40,76456.84,1911.42
BUS_0007,2024-09-10,43,48477.98,1127.39
BUS_0007,2024-09-17,31,50514.38,1629.5
BUS_0007,2024-09-24,36,67239.35,1867.76
BUS_0007,2024-10-01,41,73456.38,1791.62
BUS_0007,2024-10-08,34,45496.38,1338.13
BUS_0007,2024-10-15,43,83858.41,1950.2
BUS_0007,2024-10-22,33,68792.57,2084.62
BUS_0007,2024-10-29,37,62881.65,1699.5
BUS_0007,2024-11-05,32,58090.0,1815.31
BUS_0007,2024-11-12,27,40312.14,1493.04
BUS_0007,2024-11-19,36,60021.3,1667.26
BUS_0007,2024-11-26,38,57741.45,1519.51
BUS_0007,2024-12-03,42,103149.98,2455.95
BUS_0007,2024-12-10,38,84876.86,2233.6
BUS_0007,2024-12-17,40,71259.79,1781.49
BUS_0007,2024-12-24,39,77796.34,1994.78
BUS_0007,2024-12-31,41,76836.91,1874.07
BUS_0007,2025-01-07,34,54011.99,1588.59
BUS_0007,2025-01-14,41,75580.27,1843.42
BUS_0007,2025-01-21,43,70858.94,1647.88
BUS_0007,2025-01-28,40,93013.0,2325.32
BUS_0007,2025-02-04,41,59064.75,1440.6
BUS_0007,2025-02-11,42,66202.36,1576.25
BUS_0007,2025-02-18,54,84641.97,1567.44
BUS_0007,2025-02-25,40,96823.07,2420.58
BUS_0007,2025-03-04,42,84202.71,2004.83
BUS_0007,2025-03-11,31,52721.47,1700.69
BUS_0007,2025-03-18,44,112794.76,2563.52
BUS_0007,2025-03-25,42,76671.47,1825.51
BUS_0007,2025-04-01,39,42921.14,1100.54
BUS_0007,2025-04-08,30,69649.66,2321.66
BUS_0007,2025-04-15,43,75786.44,1762.48
BUS_0007,2025-04-22,28,61063.18,2180.83
BUS_0007,2025-04-29,33,64619.17,1958.16
BUS_0007,2025-05-06,35,63160.67,1804.59
BUS_0007,2025-05-13,43,91135.92,2119.44
BUS_0007,2025-05-20,35,90453.42,2584.38
BUS_0007,2025-05-27,48,76984.85,1603.85
BUS_0007,2025-06-03,41,86338.7,2105.82
BUS_0007,2025-06-10,43,55729.0,1296.02
BUS_0007,2025-06-17,45,66860.19,1485.78
BUS_0007,2025-06-24,43,,
BUS_0007,2025-07-01,45,81844.29,1818.76
BUS_0007,2025-07-08,30,64417.15,2147.24
BUS_0007,2025-07-15,52,119981.03,2307.33
BUS_0008,2024-07-23,65,3584.42,55.14
BUS_0008,2024-07-30,62,9464.03,152.65
BUS_0008,2024-08-06,64,13208.56,206.38
BUS_0008,2024-08-13,52,12937.54,248.8
BUS_0008,2024-08-20,67,9564.45,142.75
BUS_0008,2024-08-27,74,9719.89,131.35
BUS_0008,2024-09-03,46,9073.75,197.26
BUS_0008,2024-09-10,83,17594.24,211.98
BUS_0008,2024-09-17,57,14804.38,259.73
BUS_0008,2024-09-24,53,5402.58,101.94
BUS_0008,2024-10-01,61,13612.36,223.15
BUS_0008,2024-10-08,60,7504.88,125.08
BUS_0008,2024-10-15,94,17966.65,191.13
BUS_0008,2024-10-22,62,11497.6,185.45
BUS_0008,2024-10-29,54,10478.17,194.04
BUS_0008,2024-11-05,85,16026.24,188.54
BUS_0008,2024-11-12,59,7048.98,119.47
BUS_0008,2024-11-19,54,14176.99,262.54
BUS_0008,2024-11-26,65,5756.25,88.56
BUS_0008,2024-12-03,55,9289.45,168.9
BUS_0008,2024-12-10,61,9125.75,149.6
BUS_0008,2024-12-17,40,5856.79,146.42
BUS_0008,2024-12-24,42,1961.88,46.71
BUS_0008,2024-12-31,48,7732.5,161.09
BUS_0008,2025-01-07,61,10695.27,175.33
BUS_0008,2025-01-14,55,9100.51,165.46
BUS_0008,2025-01-21,49,8761.82,178.81
BUS_0008,2025-01-28,70,16201.95,231.46
BUS_0008,2025-02-04,60,8138.38,135.64
BUS_0008,2025-02-11,52,11511.69,221.38
BUS_0008,2025-02-18,54,3271.5,60.58
BUS_0008,2025-02-25,35,4711.23,134.61
BUS_0008,2025-03-04,48,4012.61,83.6
BUS_0008,2025-03-11,37,5296.87,143.16
BUS_0008,2025-03-18,44,5589.44,127.03
BUS_0008,2025-03-25,56,12149.47,216.95
BUS_0008,2025-04-01,43,3674.67,85.46
BUS_0008,2025-04-08,52,7421.27,142.72
BUS_0008,2025-04-15,51,4378.01,85.84
BUS_0008,2025-04-22,52,7163.97,137.77
BUS_0008,2025-04-29,82,12048.03,146.93
BUS_0008,2025-05-06,69,12408.3,179.83
BUS_0008,2025-05-13,47,6588.17,140.17
BUS_0008,2025-05-20,65,7490.98,115.25
BUS_0008,2025-05-27,44,6819.7,154.99
BUS_0008,2025-06-03,60,5509.78,91.83
BUS_0008,2025-06-10,41,7961.64,194.19
BUS_0008,2025-06-17,45,11941.7,265.37
BUS_0008,2025-06-24,44,11376.33,258.55
BUS_0008,2025-07-01,40,4350.37,108.76
BUS_0008,2025-07-08,10,2912.45,291.25
BUS_0008,2025-07-15,39,3188.52,81.76
BUS_0009,2024-07-23,132,22357.87,169.38
BUS_0009,2024-07-30,129,25306.07,196.17
BUS_0009,2024-08-06,116,35516.64,306.18
BUS_0009,2024-08-13,142,38615.77,271.94
BUS_0009,2024-08-20,123,12112.55,98.48
BUS_0009,2024-08-27,140,34483.28,246.31
BUS_0009,2024-09-03,112,17577.38,156.94
BUS_0009,2024-09-10,80,10107.59,126.34
BUS_0009,2024-09-17,118,14680.09,124.41
BUS_0009,2024-09-24,138,20760.48,150.44
BUS_0009,2024-10-01,127,24856.86,195.72
BUS_0009,2024-10-08,174,36733.06,211.11
BUS_0009,2024-10-15,154,27687.36,179.79
BUS_0009,2024-10-22,63,15692.86,249.09
BUS_0009,2024-10-29,110,12050.5,109.55
BUS_0009,2024-11-05,168,28262.68,168.23
BUS_0009,2024-11-12,157,36556.61,232.84
BUS_0009,2024-11-19,129,28837.72,223.55
BUS_0009,2024-11-26,109,26147.72,239.89
BUS_0009,2024-12-03,139,24301.44,174.83
BUS_0009,2024-12-10,127,19034.0,149.87
BUS_0009,2024-12-17,123,25259.68,205.36
BUS_0009,2024-12-24,95,22239.37,234.1
BUS_0009,2024-12-31,100,18221.79,182.22
BUS_0009,2025-01-07,125,18539.48,148.32
BUS_0009,2025-01-14,66,16584.16,251.28
BUS_0009,2025-01-21,117,18885.31,161.41
BUS_0009,2025-01-28,76,15335.56,201.78
BUS_0009,2025-02-04,116,17064.21,147.11
BUS_0009,2025-02-11,135,21187.63,156.95
BUS_0009,2025-02-18,91,22903.17,251.68
BUS_0009,2025-02-25,133,27270.03,205.04
BUS_0009,2025-03-04,115,28270.08,245.83
BUS_0009,2025-03-11,72,9750.27,135.42
BUS_0009,2025-03-18,77,16822.73,218.48
BUS_0009,2025-03-25,123,28041.11,227.98
BUS_0009,2025-04-01,131,26999.13,206.1
BUS_0009,2025-04-08,96,21328.05,222.17
BUS_0009,2025-04-15,136,3301.94,24.28
BUS_0009,2025-04-22,112,23249.86,207.59
BUS_0009,2025-04-29,109,14088.27,129.25
BUS_0009,2025-05-06,132,26725.5,202.47
BUS_0009,2025-05-13,118,15696.36,133.02
BUS_0009,2025-05-20,97,28230.78,291.04
BUS_0009,2025-05-27,45,13486.91,299.71
BUS_0009,2025-06-03,104,22460.93,215.97
BUS_0009,2025-06-10,88,20452.83,232.42
BUS_0009,2025-06-17,94,12581.66,133.85
BUS_0009,2025-06-24,99,16367.39,165.33
BUS_0009,2025-07-01,84,8259.12,98.32
BUS_0009,2025-07-08,100,14026.59,140.27
BUS_0009,2025-07-15,116,21873.0,188.56
BUS_0010,2024-07-23,108,15557.05,144.05
BUS_0010,2024-07-30,98,24186.69,246.8
BUS_0010,2024-08-06,179,,
BUS_0010,2024-08-13,123,34953.42,284.17
BUS_0010,2024-08-20,102,27141.02,266.09
BUS_0010,2024-08-27,140,27579.7,197.0
BUS_0010,2024-09-03,128,31516.23,246.22
BUS_0010,2024-09-10,142,19421.12,136.77
BUS_0010,2024-09-17,146,25766.51,176.48
BUS_0010,2024-09-24,109,16808.74,154.21
BUS_0010,2024-10-01,129,22394.15,173.6
BUS_0010,2024-10-08,112,20183.8,180.21
BUS_0010,2024-10-15,93,19736.4,212.22
BUS_0010,2024-10-22,85,21788.89,256.34
BUS_0010,2024-10-29,133,,
BUS_0010,2024-11-05,222,34850.02,156.98
BUS_0010,2024-11-12,161,25563.58,158.78
BUS_0010,2024-11-19,163,25359.28,155.58
BUS_0010,2024-11-26,213,46912.48,220.25
BUS_0010,2024-12-03,118,23523.18,199.35
BUS_0010,2024-12-10,138,32658.08,236.65
BUS_0010,2024-12-17,94,14796.51,157.41
BUS_0010,2024-12-24,138,38914.99,281.99
BUS_0010,2024-12-31,138,26554.04,192.42
BUS_0010,2025-01-07,94,16427.28,174.76
BUS_0010,2025-01-14,114,28649.52,251.31
BUS_0010,2025-01-21,70,14142.51,202.04
BUS_0010,2025-01-28,153,33075.19,216.18
BUS_0010,2025-02-04,104,23758.17,228.44
BUS_0010,2025-02-11,102,25301.88,248.06
BUS_0010,2025-02-18,118,29054.26,246.22
BUS_0010,2025-02-25,147,,
BUS_0010,2025-03-04,110,15824.63,143.86
BUS_0010,2025-03-11,77,18948.32,246.08
BUS_0010,2025-03-18,109,16829.58,154.4
BUS_0010,2025-03-25,128,24967.93,195.06
BUS_0010,2025-04-01,159,22106.26,139.03
BUS_0010,2025-04-08,114,24775.7,217.33
BUS_0010,2025-04-15,91,26635.76,292.7
BUS_0010,2025-04-22,122,12995.26,106.52
BUS_0010,2025-04-29,119,15990.09,134.37
BUS_0010,2025-05-06,100,21601.31,216.01
BUS_0010,2025-05-13,144,31485.1,218.65
BUS_0010,2025-05-20,126,27288.37,216.57
BUS_0010,2025-05-27,144,20728.83,143.95
BUS_0010,2025-06-03,76,14194.57,186.77
BUS_0010,2025-06-10,112,18983.08,169.49
BUS_0010,2025-06-17,108,18173.61,168.27
BUS_0010,2025-06-24,98,17258.63,176.11
BUS_0010,2025-07-01,172,26596.75,154.63
BUS_0010,2025-07-08,142,22092.31,155.58
BUS_0010,2025-07-15,82,11979.05,146.09
BUS_0011,2024-07-23,62,146336.63,2360.27
BUS_0011,2024-07-30,62,163333.8,2634.42
BUS_0011,2024-08-06,65,148948.65,2291.52
BUS_0011,2024-08-13,51,142541.42,2794.93
BUS_0011,2024-08-20,63,154929.8,2459.2
BUS_0011,2024-08-27,53,128103.02,2417.04
BUS_0011,2024-09-03,66,157537.82,2386.94
BUS_0011,2024-09-10,60,147499.16,2458.32
BUS_0011,2024-09-17,60,153984.69,2566.41
BUS_0011,2024-09-24,63,159743.14,2535.61
BUS_0011,2024-10-01,57,131900.58,2314.05
BUS_0011,2024-10-08,57,137367.54,2409.96
BUS_0011,2024-10-15,62,178023.21,2871.34
BUS_0011,2024-10-22,63,160531.57,2548.12
BUS_0011,2024-10-29,60,139128.4,2318.81
BUS_0011,2024-11-05,58,133169.3,2296.02
BUS_0011,2024-11-12,56,135091.97,2412.36
BUS_0011,2024-11-19,56,104082.19,1858.61
BUS_0011,2024-11-26,54,122168.34,2262.38
BUS_0011,2024-12-03,68,154799.92,2276.47
BUS_0011,2024-12-10,62,112843.96,1820.06
BUS_0011,2024-12-17,61,152330.77,2497.23
BUS_0011,2024-12-24,62,171755.41,2770.25
BUS_0011,2024-12-31,57,153069.59,2685.43
BUS_0011,2025-01-07,56,118478.73,2115.69
BUS_0011,2025-01-14,66,139480.96,2113.35
BUS_0011,2025-01-21,60,151530.15,2525.5
BUS_0011,2025-01-28,72,146158.37,2029.98
BUS_0011,2025-02-04,71,166373.31,2343.29
